split,tid,fid,text,tokens
clotho_development,sJGb2i3tBE4=,uWXJMe-BZco=,small items being dropped onto a plastic tube,"['small', 'items', 'being', 'dropped', 'onto', 'a', 'plastic', 'tube']"
clotho_development,8fpLAqd3YvE=,eQ0-B2CD4c8=,A high speed lathe is cutting its turning piece.,"['a', 'high', 'speed', 'lathe', 'is', 'cutting', 'its', 'turning', 'piece']"
clotho_development,lm5upg6nNkY=,eQ0-B2CD4c8=,A high speed lathe is cutting at its turning piece.,"['a', 'high', 'speed', 'lathe', 'is', 'cutting', 'at', 'its', 'turning', 'piece']"
clotho_development,fnxVAQi8gIo=,eQ0-B2CD4c8=,An electric heater is on and it hums continuously.,"['an', 'electric', 'heater', 'is', 'on', 'and', 'it', 'hums', 'continuously']"
clotho_development,5H253uAVNkw=,eQ0-B2CD4c8=,An electric machine is running with consistent speed in the distance.,"['an', 'electric', 'machine', 'is', 'running', 'with', 'consistent', 'speed', 'in', 'the', 'distance']"
clotho_development,q0YzjKxfXYU=,eQ0-B2CD4c8=,the steady drone of an electrical motor running,"['the', 'steady', 'drone', 'of', 'an', 'electrical', 'motor', 'running']"
clotho_development,iFLaII9RdT4=,DisKPh2c6RI=,A blacksmith is hitting a hammer against an anvil,"['a', 'blacksmith', 'is', 'hitting', 'a', 'hammer', 'against', 'an', 'anvil']"
clotho_development,tOvCpnQ3V7k=,DisKPh2c6RI=,A blacksmith repeatedly hits a hammer against an anvil.,"['a', 'blacksmith', 'repeatedly', 'hits', 'a', 'hammer', 'against', 'an', 'anvil']"
clotho_development,xY4FD7dknu4=,DisKPh2c6RI=,A hammer working on an anvil striking over and over.,"['a', 'hammer', 'working', 'on', 'an', 'anvil', 'striking', 'over', 'and', 'over']"
clotho_development,10kLWbUIMCA=,DisKPh2c6RI=,"Light, evenly spaced knocks create tiny, clanging sounds.","['light', 'evenly', 'spaced', 'knocks', 'create', 'tiny', 'clanging', 'sounds']"
clotho_development,r2_G_djZ8cY=,DisKPh2c6RI=,Metal is tapping against another piece of metal.,"['metal', 'is', 'tapping', 'against', 'another', 'piece', 'of', 'metal']"
clotho_development,IiMeyj_O5LQ=,L0TANNF2i_0=,The water flows down from the top of the water.,"['the', 'water', 'flows', 'down', 'from', 'the', 'top', 'of', 'the', 'water']"
clotho_development,u03LhiePYMc=,L0TANNF2i_0=,Water is bubbling and gurgling as it trickles down from a higher area.,"['water', 'is', 'bubbling', 'and', 'gurgling', 'as', 'it', 'trickles', 'down', 'from', 'a', 'higher', 'area']"
clotho_development,fNa95ozpnMY=,L0TANNF2i_0=,Water is streaming and being touched and moved around.,"['water', 'is', 'streaming', 'and', 'being', 'touched', 'and', 'moved', 'around']"
clotho_development,ZwD-EzDYvsA=,L0TANNF2i_0=,Water is trickling down from a higher area and babbling and gurgling.,"['water', 'is', 'trickling', 'down', 'from', 'a', 'higher', 'area', 'and', 'babbling', 'and', 'gurgling']"
clotho_development,5XnFWIA3KSI=,L0TANNF2i_0=,Water was flowing into a pond and a car driving by,"['water', 'was', 'flowing', 'into', 'a', 'pond', 'and', 'a', 'car', 'driving', 'by']"
clotho_development,kkf2Vpxk0WU=,vQa8kJGKHgQ=,A commuter train departs from the station platform.,"['a', 'commuter', 'train', 'departs', 'from', 'the', 'station', 'platform']"
clotho_development,Xb8xOa90hl0=,vQa8kJGKHgQ=,A subway car is speeding down the track in an underground subway station.,"['a', 'subway', 'car', 'is', 'speeding', 'down', 'the', 'track', 'in', 'an', 'underground', 'subway', 'station']"
clotho_development,7rPTfGigcMY=,vQa8kJGKHgQ=,A subway car speeding down the track in an underground subway station.,"['a', 'subway', 'car', 'speeding', 'down', 'the', 'track', 'in', 'an', 'underground', 'subway', 'station']"
clotho_development,jn3duw50Qpo=,vQa8kJGKHgQ=,A subway train begins to leave the station.,"['a', 'subway', 'train', 'begins', 'to', 'leave', 'the', 'station']"
clotho_development,JcN3HP270rM=,vQa8kJGKHgQ=,Departing the station platform is a commuter train.,"['departing', 'the', 'station', 'platform', 'is', 'a', 'commuter', 'train']"
clotho_development,x_-06hNpQhY=,gJFDj13p0ho=,A street market filled up with people trying to buy food.,"['a', 'street', 'market', 'filled', 'up', 'with', 'people', 'trying', 'to', 'buy', 'food']"
clotho_development,MJLASVkzmcQ=,gJFDj13p0ho=,People are conversing at a market and a radio is audible.,"['people', 'are', 'conversing', 'at', 'a', 'market', 'and', 'a', 'radio', 'is', 'audible']"
clotho_development,RsjOF9XYs6o=,gJFDj13p0ho=,People are talking at a market and a radio is playing.,"['people', 'are', 'talking', 'at', 'a', 'market', 'and', 'a', 'radio', 'is', 'playing']"
clotho_development,O0N_mg4iU50=,gJFDj13p0ho=,People talk as somebody plays a stringed instrument and birds chirp,"['people', 'talk', 'as', 'somebody', 'plays', 'a', 'stringed', 'instrument', 'and', 'birds', 'chirp']"
clotho_development,OtvKABlXQzw=,gJFDj13p0ho=,Someone plays a stringed instrument while birds tweet and people converse.,"['someone', 'plays', 'a', 'stringed', 'instrument', 'while', 'birds', 'tweet', 'and', 'people', 'converse']"
clotho_development,NVc13mv3zJc=,RSZ9M8BMvkc=,A distant lawn mower is started up and begins cutting grass.,"['a', 'distant', 'lawn', 'mower', 'is', 'started', 'up', 'and', 'begins', 'cutting', 'grass']"
clotho_development,8JdmeURASCs=,RSZ9M8BMvkc=,A lawn mower starts and begin cutting grass in the distance.,"['a', 'lawn', 'mower', 'starts', 'and', 'begin', 'cutting', 'grass', 'in', 'the', 'distance']"
clotho_development,1Djn41Y2WrY=,RSZ9M8BMvkc=,"Pull string on internal combustion engine lawn mower, mow lawn, shut mower off.","['pull', 'string', 'on', 'internal', 'combustion', 'engine', 'lawn', 'mower', 'mow', 'lawn', 'shut', 'mower', 'off']"
clotho_development,6KNXe7SER5s=,RSZ9M8BMvkc=,"Pull the string on internal combustion engine lawn mower, mow the lawn, shut the mower off.","['pull', 'the', 'string', 'on', 'internal', 'combustion', 'engine', 'lawn', 'mower', 'mow', 'the', 'lawn', 'shut', 'the', 'mower', 'off']"
clotho_development,KwdSlIPo0OE=,RSZ9M8BMvkc=,The wind is blowing very hard in the background while someone is mowing the lawn.,"['the', 'wind', 'is', 'blowing', 'very', 'hard', 'in', 'the', 'background', 'while', 'someone', 'is', 'mowing', 'the', 'lawn']"
clotho_development,Kj9-IrdVk6I=,yg1RxIlBTg0=,A crowd of people in a hall making incoherent speech,"['a', 'crowd', 'of', 'people', 'in', 'a', 'hall', 'making', 'incoherent', 'speech']"
clotho_development,mg3O5AsZCbo=,yg1RxIlBTg0=,A lot of people are gathered together and are talking.,"['a', 'lot', 'of', 'people', 'are', 'gathered', 'together', 'and', 'are', 'talking']"
clotho_development,wbKEoLErA2s=,yg1RxIlBTg0=,Bits of laughter occasionally rise above the ongoing murmur of the large crowd.,"['bits', 'of', 'laughter', 'occasionally', 'rise', 'above', 'the', 'ongoing', 'murmur', 'of', 'the', 'large', 'crowd']"
clotho_development,KOxfrjKozh0=,yg1RxIlBTg0=,In the terminal many people are seen talking together.,"['in', 'the', 'terminal', 'many', 'people', 'are', 'seen', 'talking', 'together']"
clotho_development,OKlNnBvVe8k=,yg1RxIlBTg0=,The murmuring of the massive crowd makes it difficult to notice the occasional laughter.,"['the', 'murmuring', 'of', 'the', 'massive', 'crowd', 'makes', 'it', 'difficult', 'to', 'notice', 'the', 'occasional', 'laughter']"
clotho_development,VSU__ayQcKQ=,EMCmXAB-FBs=,A set of fireworks is lit and then explodes.,"['a', 'set', 'of', 'fireworks', 'is', 'lit', 'and', 'then', 'explodes']"
clotho_development,BbwOVsYUXhw=,EMCmXAB-FBs=,Fireworks are going off rapidly in different patterns.,"['fireworks', 'are', 'going', 'off', 'rapidly', 'in', 'different', 'patterns']"
clotho_development,R8YSyiobpnA=,EMCmXAB-FBs=,Fireworks being set off in the distance at night.,"['fireworks', 'being', 'set', 'off', 'in', 'the', 'distance', 'at', 'night']"
clotho_development,zjqvvLdiUaI=,EMCmXAB-FBs=,"Off in the distance at night, fireworks are erupting.","['off', 'in', 'the', 'distance', 'at', 'night', 'fireworks', 'are', 'erupting']"
clotho_development,09jQYfZt3gY=,EMCmXAB-FBs=,The fireworks are lighting the dark night sky.,"['the', 'fireworks', 'are', 'lighting', 'the', 'dark', 'night', 'sky']"
clotho_development,mzsS7gmJ-z8=,e6qGgfKmQno=,"Fireworks are being popped in the air, while people are speaking.","['fireworks', 'are', 'being', 'popped', 'in', 'the', 'air', 'while', 'people', 'are', 'speaking']"
clotho_development,LvYh7poevts=,e6qGgfKmQno=,"Fireworks first pop individually at intervals, and then all together at the finale.","['fireworks', 'first', 'pop', 'individually', 'at', 'intervals', 'and', 'then', 'all', 'together', 'at', 'the', 'finale']"
clotho_development,8nFqYVJ7NlE=,e6qGgfKmQno=,Fireworks pop individually at intervals and then all together at the finale.,"['fireworks', 'pop', 'individually', 'at', 'intervals', 'and', 'then', 'all', 'together', 'at', 'the', 'finale']"
clotho_development,EW6tykbJEbk=,e6qGgfKmQno=,Water is lapping against the dock and fireworks are being shot into the air.,"['water', 'is', 'lapping', 'against', 'the', 'dock', 'and', 'fireworks', 'are', 'being', 'shot', 'into', 'the', 'air']"
clotho_development,XvXuZPS4Ji0=,e6qGgfKmQno=,Water laps against the dock as fireworks are shot into the air,"['water', 'laps', 'against', 'the', 'dock', 'as', 'fireworks', 'are', 'shot', 'into', 'the', 'air']"
clotho_development,7-rWBLuKims=,DoMnKdOmqAQ=,A wooden object hits the sides of a container outside.,"['a', 'wooden', 'object', 'hits', 'the', 'sides', 'of', 'a', 'container', 'outside']"
clotho_development,Gr_8uzMcX5w=,DoMnKdOmqAQ=,A wooden substance bangs the sides of an canister.,"['a', 'wooden', 'substance', 'bangs', 'the', 'sides', 'of', 'an', 'canister']"
clotho_development,CcGHhWlu_bg=,DoMnKdOmqAQ=,Someone tries to fix a broken object with a wrench over and over.,"['someone', 'tries', 'to', 'fix', 'a', 'broken', 'object', 'with', 'a', 'wrench', 'over', 'and', 'over']"
clotho_development,CI0KbZlRNJ8=,DoMnKdOmqAQ=,Wood clanking and birds chirping in the background.,"['wood', 'clanking', 'and', 'birds', 'chirping', 'in', 'the', 'background']"
clotho_development,NdVJU_XOPR0=,DoMnKdOmqAQ=,wood slaps down hard while birds tweet away,"['wood', 'slaps', 'down', 'hard', 'while', 'birds', 'tweet', 'away']"
clotho_development,UYY5nX6JFFo=,c7xORqRQa1M=,A dog barks in a crowded area while walking through it.,"['a', 'dog', 'barks', 'in', 'a', 'crowded', 'area', 'while', 'walking', 'through', 'it']"
clotho_development,Q-TmoS3Pfi0=,c7xORqRQa1M=,A farm house with animals making noises and a dog barking.,"['a', 'farm', 'house', 'with', 'animals', 'making', 'noises', 'and', 'a', 'dog', 'barking']"
clotho_development,sEOm0h2BNQE=,c7xORqRQa1M=,"A dog gives a little bark, whilst sheep drown him in baas.","['a', 'dog', 'gives', 'a', 'little', 'bark', 'whilst', 'sheep', 'drown', 'him', 'in', 'baas']"
clotho_development,x3j41sIl7WA=,c7xORqRQa1M=,"In a building a dog is in, a bunch of goats are crying.","['in', 'a', 'building', 'a', 'dog', 'is', 'in', 'a', 'bunch', 'of', 'goats', 'are', 'crying']"
clotho_development,5CEMu9jdtjg=,c7xORqRQa1M=,"Sheep in the background are baaing, whilst a dog barks.","['sheep', 'in', 'the', 'background', 'are', 'baaing', 'whilst', 'a', 'dog', 'barks']"
clotho_development,CSXp0miqWa8=,l1oKsa6BNWc=,A person is walking on leaves while birds are chirping.,"['a', 'person', 'is', 'walking', 'on', 'leaves', 'while', 'birds', 'are', 'chirping']"
clotho_development,16-AUCZ5Pm0=,l1oKsa6BNWc=,A person is walking around and observing outdoors.,"['a', 'person', 'is', 'walking', 'around', 'and', 'observing', 'outdoors']"
clotho_development,bJOpLvpQJA8=,l1oKsa6BNWc=,Feet stamp on gravel path and further off birds tweet,"['feet', 'stamp', 'on', 'gravel', 'path', 'and', 'further', 'off', 'birds', 'tweet']"
clotho_development,MVv-5PuYF8Q=,l1oKsa6BNWc=,Water is running near by while footsteps crunch and voices talk.,"['water', 'is', 'running', 'near', 'by', 'while', 'footsteps', 'crunch', 'and', 'voices', 'talk']"
clotho_development,BcgzqoaCQew=,l1oKsa6BNWc=,footsteps along gravel with bird song in background,"['footsteps', 'along', 'gravel', 'with', 'bird', 'song', 'in', 'background']"
clotho_development,qAu60daU8C4=,_r0gc7tI1S8=,A radio is playing with garbled and repeated speech of poor quality.,"['a', 'radio', 'is', 'playing', 'with', 'garbled', 'and', 'repeated', 'speech', 'of', 'poor', 'quality']"
clotho_development,IEFY7rCfcP0=,_r0gc7tI1S8=,A radio or television plays with distorted audio.,"['a', 'radio', 'or', 'television', 'plays', 'with', 'distorted', 'audio']"
clotho_development,4ILDN8phfWg=,_r0gc7tI1S8=,"A radio receiver is playing different noises, there are sounds of talking, as well as sounds of operating machinery.","['a', 'radio', 'receiver', 'is', 'playing', 'different', 'noises', 'there', 'are', 'sounds', 'of', 'talking', 'as', 'well', 'as', 'sounds', 'of', 'operating', 'machinery']"
clotho_development,pUaHJcErTIA=,_r0gc7tI1S8=,Distorted voices of many people including at least a woman.,"['distorted', 'voices', 'of', 'many', 'people', 'including', 'at', 'least', 'a', 'woman']"
clotho_development,w2HX5O8HCho=,_r0gc7tI1S8=,"There were distorted voices of many people, at least one of them a woman.","['there', 'were', 'distorted', 'voices', 'of', 'many', 'people', 'at', 'least', 'one', 'of', 'them', 'a', 'woman']"
clotho_development,p9vzk0swrqw=,eto28xkk6z0=,A metal ball is rolling down a wooden board and bumping into walls.,"['a', 'metal', 'ball', 'is', 'rolling', 'down', 'a', 'wooden', 'board', 'and', 'bumping', 'into', 'walls']"
clotho_development,hz7AVJRok7s=,eto28xkk6z0=,A person is assembling a metal rack while another person drags metal objects.,"['a', 'person', 'is', 'assembling', 'a', 'metal', 'rack', 'while', 'another', 'person', 'drags', 'metal', 'objects']"
clotho_development,EV-s5EAiCVE=,eto28xkk6z0=,Close up objects being mixed up with messing with the loudness in a hollow area.,"['close', 'up', 'objects', 'being', 'mixed', 'up', 'with', 'messing', 'with', 'the', 'loudness', 'in', 'a', 'hollow', 'area']"
clotho_development,8Epj5UMA_TA=,eto28xkk6z0=,Metallic scraping throughout and clinking with tapping later.,"['metallic', 'scraping', 'throughout', 'and', 'clinking', 'with', 'tapping', 'later']"
clotho_development,dfHDd4wFaXA=,eto28xkk6z0=,Tiny balls fall down a gravity game for fun,"['tiny', 'balls', 'fall', 'down', 'a', 'gravity', 'game', 'for', 'fun']"
clotho_development,XG5BBLwRfDU=,DG8aSgucWsc=,"A faint, mechanical humming reverberates while footsteps crunch on branches and dead leaves.","['a', 'faint', 'mechanical', 'humming', 'reverberates', 'while', 'footsteps', 'crunch', 'on', 'branches', 'and', 'dead', 'leaves']"
clotho_development,aQeleXuiQ98=,DG8aSgucWsc=,Leaves are being crunched as someone walks on them,"['leaves', 'are', 'being', 'crunched', 'as', 'someone', 'walks', 'on', 'them']"
clotho_development,7Z9la1vLE7w=,DG8aSgucWsc=,Leaves being crunched as someone walks on them,"['leaves', 'being', 'crunched', 'as', 'someone', 'walks', 'on', 'them']"
clotho_development,ldv-evOpAZA=,DG8aSgucWsc=,"The deliberate step of a casual walker, taking his time.","['the', 'deliberate', 'step', 'of', 'a', 'casual', 'walker', 'taking', 'his', 'time']"
clotho_development,lFe-w1iubm8=,DG8aSgucWsc=,"While footsteps crunch on branches and dead leaves a faint, mechanical humming reverberates.","['while', 'footsteps', 'crunch', 'on', 'branches', 'and', 'dead', 'leaves', 'a', 'faint', 'mechanical', 'humming', 'reverberates']"
clotho_development,zi79wDzCMcI=,mwNMQdbHzkI=,A loud machine makes a still and steady noise,"['a', 'loud', 'machine', 'makes', 'a', 'still', 'and', 'steady', 'noise']"
clotho_development,holFc0cHpPs=,mwNMQdbHzkI=,A low pitched tone hums while a thud and a whirring noise accompany it in the background.,"['a', 'low', 'pitched', 'tone', 'hums', 'while', 'a', 'thud', 'and', 'a', 'whirring', 'noise', 'accompany', 'it', 'in', 'the', 'background']"
clotho_development,hqZMJLqpHvo=,mwNMQdbHzkI=,A machine is continuously running and then stops at the last second.,"['a', 'machine', 'is', 'continuously', 'running', 'and', 'then', 'stops', 'at', 'the', 'last', 'second']"
clotho_development,U3D4gMH89V0=,mwNMQdbHzkI=,The machine stops at the last second after continuously running.,"['the', 'machine', 'stops', 'at', 'the', 'last', 'second', 'after', 'continuously', 'running']"
clotho_development,bJOrdkvjncE=,mwNMQdbHzkI=,The tone is low pitched with a thud and a whirring noise comes through from the background.,"['the', 'tone', 'is', 'low', 'pitched', 'with', 'a', 'thud', 'and', 'a', 'whirring', 'noise', 'comes', 'through', 'from', 'the', 'background']"
clotho_development,HUhYhoWfTtA=,XdU78cxUq8c=,A man is speaking while stepping on dry leaves.,"['a', 'man', 'is', 'speaking', 'while', 'stepping', 'on', 'dry', 'leaves']"
clotho_development,Ra6Mk5InPG0=,XdU78cxUq8c=,A man is talking and then walks on some leaves.,"['a', 'man', 'is', 'talking', 'and', 'then', 'walks', 'on', 'some', 'leaves']"
clotho_development,clLJL7SPX9c=,XdU78cxUq8c=,A man is talking then someone crushes dried leaves.,"['a', 'man', 'is', 'talking', 'then', 'someone', 'crushes', 'dried', 'leaves']"
clotho_development,VD1NKJrGpgQ=,XdU78cxUq8c=,A man speaking and then stepping on dry leaves.,"['a', 'man', 'speaking', 'and', 'then', 'stepping', 'on', 'dry', 'leaves']"
clotho_development,0aSjr0Rg2T4=,XdU78cxUq8c=,A man talks and then walks on leaves.,"['a', 'man', 'talks', 'and', 'then', 'walks', 'on', 'leaves']"
clotho_development,5HYeveN5WJE=,vpLHG2tvNlI=,Heels from shoes clop on the floor while slightly squeaking.,"['heels', 'from', 'shoes', 'clop', 'on', 'the', 'floor', 'while', 'slightly', 'squeaking']"
clotho_development,Yn_mhunG2dI=,vpLHG2tvNlI=,Quiet footsteps slowly get louder as the floors start creaking.,"['quiet', 'footsteps', 'slowly', 'get', 'louder', 'as', 'the', 'floors', 'start', 'creaking']"
clotho_development,Tnd_KxlvI9s=,vpLHG2tvNlI=,Shoes stepping and moving across an old hardwood floor.,"['shoes', 'stepping', 'and', 'moving', 'across', 'an', 'old', 'hardwood', 'floor']"
clotho_development,yYTSiXP2w-s=,vpLHG2tvNlI=,Someone wearing shoes walks across a wood floor.,"['someone', 'wearing', 'shoes', 'walks', 'across', 'a', 'wood', 'floor']"
clotho_development,yCtUlguDvfc=,vpLHG2tvNlI=,Someone with shoes on is walking on a creaky floor.,"['someone', 'with', 'shoes', 'on', 'is', 'walking', 'on', 'a', 'creaky', 'floor']"
clotho_development,RzEjw6oLsb4=,hVGgU3FzDkY=,Ocean waves lap against a beach walk as seagulls cry in the sky above.,"['ocean', 'waves', 'lap', 'against', 'a', 'beach', 'walk', 'as', 'seagulls', 'cry', 'in', 'the', 'sky', 'above']"
clotho_development,LZL5m943mC4=,hVGgU3FzDkY=,The vessel moved through the rough waters of the river.,"['the', 'vessel', 'moved', 'through', 'the', 'rough', 'waters', 'of', 'the', 'river']"
clotho_development,4Um0XORwujU=,hVGgU3FzDkY=,The waves crash against the coast as the seagulls call above.,"['the', 'waves', 'crash', 'against', 'the', 'coast', 'as', 'the', 'seagulls', 'call', 'above']"
clotho_development,AJPPQf24L_Q=,hVGgU3FzDkY=,Water is being splashed in and birds are shouting in the back.,"['water', 'is', 'being', 'splashed', 'in', 'and', 'birds', 'are', 'shouting', 'in', 'the', 'back']"
clotho_development,jBJ4OmX8Z4M=,hVGgU3FzDkY=,Water moves about against a boardwalk as seagulls talk.,"['water', 'moves', 'about', 'against', 'a', 'boardwalk', 'as', 'seagulls', 'talk']"
clotho_development,5pHXRPb1gAo=,Zee8737kBTU=,A person walks through heavy gravel rumbling underfoot.,"['a', 'person', 'walks', 'through', 'heavy', 'gravel', 'rumbling', 'underfoot']"
clotho_development,Wz8sXzNLIu4=,Zee8737kBTU=,Gravel rumbles under the foot of a person as they walk.,"['gravel', 'rumbles', 'under', 'the', 'foot', 'of', 'a', 'person', 'as', 'they', 'walk']"
clotho_development,9rBnFySonoc=,Zee8737kBTU=,"Heavy footsteps marching along a wet, gritty surface.","['heavy', 'footsteps', 'marching', 'along', 'a', 'wet', 'gritty', 'surface']"
clotho_development,KNaS2CibZHg=,Zee8737kBTU=,Someone is walking on a bed of rocks.,"['someone', 'is', 'walking', 'on', 'a', 'bed', 'of', 'rocks']"
clotho_development,cdyQSCQngSo=,Zee8737kBTU=,"The wet, gritty surface was stamped by heavy marching footsteps.","['the', 'wet', 'gritty', 'surface', 'was', 'stamped', 'by', 'heavy', 'marching', 'footsteps']"
clotho_development,MCg7BJC0m2g=,GXGL4XMCXHM=,A high volume of air rushing through an air duct.,"['a', 'high', 'volume', 'of', 'air', 'rushing', 'through', 'an', 'air', 'duct']"
clotho_development,jGrMSyRcImA=,GXGL4XMCXHM=,A wind is blowing at a steady and consistent rate.,"['a', 'wind', 'is', 'blowing', 'at', 'a', 'steady', 'and', 'consistent', 'rate']"
clotho_development,sUQcqfMqJw0=,GXGL4XMCXHM=,The ever present and unabated rush of wind.,"['the', 'ever', 'present', 'and', 'unabated', 'rush', 'of', 'wind']"
clotho_development,A3FbdtsyK-w=,GXGL4XMCXHM=,The strong wind is blowing with heavy gusts.,"['the', 'strong', 'wind', 'is', 'blowing', 'with', 'heavy', 'gusts']"
clotho_development,R89yeLCXCFQ=,GXGL4XMCXHM=,The wind is blowing strongly with heavy gusts.,"['the', 'wind', 'is', 'blowing', 'strongly', 'with', 'heavy', 'gusts']"
clotho_development,THCxY1yxRd4=,dzsWL0o0M30=,Birds sing lively and high pitched melodies to one another.,"['birds', 'sing', 'lively', 'and', 'high', 'pitched', 'melodies', 'to', 'one', 'another']"
clotho_development,nnFjEJhIk6A=,dzsWL0o0M30=,Birds sing melodies to each other that are lively and high pitched.,"['birds', 'sing', 'melodies', 'to', 'each', 'other', 'that', 'are', 'lively', 'and', 'high', 'pitched']"
clotho_development,fO84JJbtJMY=,dzsWL0o0M30=,Different species of birds chirping inside an enclosed structure.,"['different', 'species', 'of', 'birds', 'chirping', 'inside', 'an', 'enclosed', 'structure']"
clotho_development,BIjcPG6R-uE=,dzsWL0o0M30=,Different types of birds chirping inside a building,"['different', 'types', 'of', 'birds', 'chirping', 'inside', 'a', 'building']"
clotho_development,ES7VHDLPQ-g=,dzsWL0o0M30=,The birds sing louder and louder in nature.,"['the', 'birds', 'sing', 'louder', 'and', 'louder', 'in', 'nature']"
clotho_development,umr_P8y-GtQ=,TfbRoGWwwxw=,It is raining in a forest with crickets in the background,"['it', 'is', 'raining', 'in', 'a', 'forest', 'with', 'crickets', 'in', 'the', 'background']"
clotho_development,nTySutmVgPI=,TfbRoGWwwxw=,Many crickets call does as the silently someone walking resonates.,"['many', 'crickets', 'call', 'does', 'as', 'the', 'silently', 'someone', 'walking', 'resonates']"
clotho_development,aZwIPPlHS48=,TfbRoGWwwxw=,Multiple crickets chirps and quiet footsteps walk by,"['multiple', 'crickets', 'chirps', 'and', 'quiet', 'footsteps', 'walk', 'by']"
clotho_development,hUeO320IqJk=,TfbRoGWwwxw=,The rain falls in a forest with crickets singing in the background,"['the', 'rain', 'falls', 'in', 'a', 'forest', 'with', 'crickets', 'singing', 'in', 'the', 'background']"
clotho_development,QTaOKmy_meg=,TfbRoGWwwxw=,"machinery is running, it squeaks quietly as if it needs oiled.","['machinery', 'is', 'running', 'it', 'squeaks', 'quietly', 'as', 'if', 'it', 'needs', 'oiled']"
clotho_development,gXt0zbSeR4c=,MnybbwGlw8g=,Animals are making noises and the sound is being distorted by modulation.,"['animals', 'are', 'making', 'noises', 'and', 'the', 'sound', 'is', 'being', 'distorted', 'by', 'modulation']"
clotho_development,aAOAGwx9VqE=,MnybbwGlw8g=,Animals chatter and the wave lengths are modulated.,"['animals', 'chatter', 'and', 'the', 'wave', 'lengths', 'are', 'modulated']"
clotho_development,V9WuaOT7SSA=,MnybbwGlw8g=,Various birds call back and forth to one another in a forest,"['various', 'birds', 'call', 'back', 'and', 'forth', 'to', 'one', 'another', 'in', 'a', 'forest']"
clotho_development,U5rlNo0lmMQ=,MnybbwGlw8g=,Wolves and other animals are howling and an other animal yells in the distance.,"['wolves', 'and', 'other', 'animals', 'are', 'howling', 'and', 'an', 'other', 'animal', 'yells', 'in', 'the', 'distance']"
clotho_development,Lr6j3yPh7_k=,MnybbwGlw8g=,Wolves and other animals are howling and an other animal yells.,"['wolves', 'and', 'other', 'animals', 'are', 'howling', 'and', 'an', 'other', 'animal', 'yells']"
clotho_development,FKkf12wsy2Y=,soGWJjlURSA=,Rain falls heavily down on the pavement below.,"['rain', 'falls', 'heavily', 'down', 'on', 'the', 'pavement', 'below']"
clotho_development,CevlFCGqKOA=,soGWJjlURSA=,Ran falls on hard ground and makes a high pitched buzz.,"['ran', 'falls', 'on', 'hard', 'ground', 'and', 'makes', 'a', 'high', 'pitched', 'buzz']"
clotho_development,oxof969GntM=,soGWJjlURSA=,Someone is deep fat frying food in hot grease.,"['someone', 'is', 'deep', 'fat', 'frying', 'food', 'in', 'hot', 'grease']"
clotho_development,CQ4P6QgXGII=,soGWJjlURSA=,the pavement is blasted with heavy rain falling,"['the', 'pavement', 'is', 'blasted', 'with', 'heavy', 'rain', 'falling']"
clotho_development,cC86x_WcX7Y=,soGWJjlURSA=,The pouring of rain on the stiff floor make a buzz,"['the', 'pouring', 'of', 'rain', 'on', 'the', 'stiff', 'floor', 'make', 'a', 'buzz']"
clotho_development,QrkLNRFsK_o=,0iy9mggCrcg=,Rain coming down outside and falling onto a hard surface.,"['rain', 'coming', 'down', 'outside', 'and', 'falling', 'onto', 'a', 'hard', 'surface']"
clotho_development,FlCw4jNSOHk=,0iy9mggCrcg=,Rain drops onto a hard surface with very faint voices.,"['rain', 'drops', 'onto', 'a', 'hard', 'surface', 'with', 'very', 'faint', 'voices']"
clotho_development,dJrPGCtCi_Q=,0iy9mggCrcg=,"Rain falls onto a hard surface, nearly overpowering the distant voices.","['rain', 'falls', 'onto', 'a', 'hard', 'surface', 'nearly', 'overpowering', 'the', 'distant', 'voices']"
clotho_development,mWX_-9EfUus=,0iy9mggCrcg=,The falling rain beats against a hard surface.,"['the', 'falling', 'rain', 'beats', 'against', 'a', 'hard', 'surface']"
clotho_development,99NsY1_L8m8=,0iy9mggCrcg=,The rain is pouring hard and you could hardly hear the people talking.,"['the', 'rain', 'is', 'pouring', 'hard', 'and', 'you', 'could', 'hardly', 'hear', 'the', 'people', 'talking']"
clotho_development,aO46Smlt2k4=,1isGQYMh_BY=,A chicken cackles and make noise with other birds in the area.,"['a', 'chicken', 'cackles', 'and', 'make', 'noise', 'with', 'other', 'birds', 'in', 'the', 'area']"
clotho_development,LxJjj5PpvPw=,1isGQYMh_BY=,"Chickens are clucking, birds chirping, ducks are quacking and splashing in some water.","['chickens', 'are', 'clucking', 'birds', 'chirping', 'ducks', 'are', 'quacking', 'and', 'splashing', 'in', 'some', 'water']"
clotho_development,PPlRhkbrKE4=,1isGQYMh_BY=,"Chickens are clucking, birds chirping, ducks quacking and water splashing","['chickens', 'are', 'clucking', 'birds', 'chirping', 'ducks', 'quacking', 'and', 'water', 'splashing']"
clotho_development,UlnQP8ERAMY=,1isGQYMh_BY=,Chickens making various clucking noises of varying intensity,"['chickens', 'making', 'various', 'clucking', 'noises', 'of', 'varying', 'intensity']"
clotho_development,yGOTjF5jE9c=,1isGQYMh_BY=,"In the midst of a watery environment, the calls of sea birds sound.","['in', 'the', 'midst', 'of', 'a', 'watery', 'environment', 'the', 'calls', 'of', 'sea', 'birds', 'sound']"
